Weight (g),Color,Diameter (cm),Fruit Type
342,Red,11.64,Mango
3403,Green,22.2,Watermelon
163,Red,8.51,Apple
8,Purple,1.3,Grape
15,Pink,2.87,Lychee
17,Pink,2.08,Lychee
135,Red,7.48,Apple
16,Red,2.66,Lychee
23,Red,2.48,Lychee
3057,Green,25.77,Watermelon
201,Yellow,9.91,Mango
1147,Brown,12.07,Pineapple
14,Green,1.02,Grape
17,Pink,2.67,Lychee
393,Yellow,10.9,Mango
205,Green,10.96,Mango
87,Yellow,4.5,Banana
15,Pink,2.89,Lychee
2154,Green,20.77,Watermelon
1042,Yellow,16.79,Pineapple
1356,Green,15.85,Coconut
1304,Yellow,18.11,Pineapple
4983,Green,25.52,Watermelon
25,Pink,2.97,Lychee
1187,Yellow,11.78,Papaya
7,Green,1.88,Grape
1361,Yellow,15.47,Pineapple
293,Green,10.18,Mango
1280,Brown,18.33,Pineapple
2266,Green,17.29,Coconut
124,Red,6.78,Apple
4207,Green,21.98,Watermelon
15,Pink,2.06,Lychee
16,Pink,2.28,Lychee
227,Red,11.91,Mango
15,Green,1.32,Grape
92,Yellow,3.37,Banana
1663,Yellow,16.73,Pineapple
2899,Green,24.6,Watermelon
2818,Green,22.55,Watermelon
237,Orange,9.24,Orange
153,Orange,8.4,Orange
4093,Green,20.04,Watermelon
124,Green,7.24,Apple
2537,Green,25.45,Watermelon
1348,Yellow,17.27,Pineapple
286,Orange,8.54,Orange
19,Pink,2.95,Lychee
12,Purple,1.23,Grape
373,Red,11.94,Mango
1167,Green,10.26,Papaya
5,Green,1.72,Grape
143,Green,6.14,Apple
1036,Brown,14.64,Pineapple
85,Yellow,4.41,Banana
1325,Yellow,16.25,Pineapple
247,Orange,6.64,Orange
16,Pink,2.03,Lychee
137,Yellow,4.01,Banana
1372,Green,11.19,Papaya
185,Orange,9.4,Orange
100,Yellow,4.43,Banana
25,Pink,2.05,Lychee
294,Orange,8.59,Orange
1402,Brown,15.51,Coconut
21,Pink,2.72,Lychee
143,Yellow,3.12,Banana
2167,Brown,19.05,Coconut
185,Green,8.52,Apple
975,Yellow,18.5,Papaya
14,Purple,1.51,Grape
85,Yellow,4.1,Banana
127,Red,8.15,Apple
1457,Yellow,15.83,Pineapple
1364,Brown,15.05,Pineapple
1626,Yellow,14.58,Pineapple
14,Green,1.12,Grape
16,Red,2.82,Lychee
1266,Green,24.16,Coconut
100,Yellow,3.37,Banana
1145,Green,22.77,Coconut
1111,Yellow,15.2,Papaya
181,Green,6.4,Apple
1232,Green,17.42,Papaya
6,Green,1.54,Grape
9,Green,1.94,Grape
3380,Green,21.74,Watermelon
15,Green,1.51,Grape
212,Orange,7.75,Orange
165,Green,6.49,Apple
22,Pink,2.25,Lychee
1752,Yellow,13.4,Pineapple
21,Pink,2.06,Lychee
2442,Green,23.1,Coconut
118,Yellow,4.76,Banana
3437,Green,20.04,Watermelon
162,Orange,10.0,Orange
247,Green,9.63,Mango
862,Yellow,16.43,Papaya
168,Green,8.47,Apple
321,Green,12.0,Mango
774,Green,19.12,Papaya
16,Red,2.99,Lychee
173,Green,7.18,Apple
15,Red,2.27,Lychee
1277,Yellow,16.54,Pineapple
519,Yellow,11.98,Papaya
124,Yellow,3.86,Banana
281,Orange,7.02,Orange
2001,Green,29.86,Watermelon
1012,Brown,18.13,Pineapple
103,Yellow,4.93,Banana
1871,Brown,21.16,Coconut
3073,Green,26.84,Watermelon
101,Yellow,3.7,Banana
274,Orange,7.87,Orange
2033,Brown,18.7,Coconut
1110,Brown,15.07,Coconut
150,Yellow,3.33,Banana
1079,Orange,18.4,Papaya
1130,Yellow,14.83,Pineapple
217,Yellow,11.07,Mango
308,Yellow,9.43,Mango
241,Yellow,11.75,Mango
1350,Yellow,19.82,Pineapple
19,Pink,2.82,Lychee
6,Green,1.19,Grape
200,Orange,6.1,Orange
264,Orange,6.86,Orange
1113,Orange,12.83,Papaya
1251,Yellow,14.45,Papaya
1730,Brown,15.69,Coconut
1488,Brown,15.43,Pineapple
7,Green,1.3,Grape
6,Purple,1.7,Grape
145,Yellow,4.28,Banana
1365,Orange,18.36,Papaya
6,Green,1.67,Grape
2076,Brown,18.82,Coconut
2121,Green,21.7,Watermelon
1924,Brown,12.39,Pineapple
23,Red,2.93,Lychee
22,Red,2.07,Lychee
1043,Yellow,13.59,Pineapple
167,Red,6.48,Apple
241,Orange,7.9,Orange
17,Pink,2.32,Lychee
86,Yellow,3.2,Banana
185,Orange,7.62,Orange
162,Orange,7.61,Orange
277,Orange,6.27,Orange
127,Yellow,3.05,Banana
2390,Green,16.11,Coconut
1108,Brown,18.0,Pineapple
1153,Yellow,15.3,Pineapple
2285,Green,26.25,Watermelon
23,Red,2.29,Lychee
148,Yellow,3.65,Banana
4201,Green,25.21,Watermelon
369,Yellow,9.65,Mango
2394,Green,20.58,Watermelon
392,Green,10.38,Mango
7,Purple,1.38,Grape
1161,Green,18.67,Papaya
177,Green,7.26,Apple
5,Purple,1.49,Grape
140,Yellow,4.49,Banana
3149,Green,28.71,Watermelon
1891,Brown,17.48,Coconut
1980,Yellow,16.64,Pineapple
1381,Green,13.63,Papaya
21,Red,2.69,Lychee
20,Red,2.92,Lychee
143,Yellow,3.26,Banana
292,Orange,8.25,Orange
97,Yellow,3.42,Banana
1079,Green,20.11,Coconut
263,Orange,6.53,Orange
304,Red,8.03,Mango
265,Yellow,10.24,Mango
225,Red,11.35,Mango
195,Red,6.49,Apple
177,Orange,6.8,Orange
14,Purple,1.25,Grape
97,Yellow,3.52,Banana
170,Orange,6.76,Orange
2628,Green,28.88,Watermelon
23,Pink,2.59,Lychee
293,Red,10.76,Mango
25,Pink,2.93,Lychee
253,Orange,8.46,Orange
5,Green,1.8,Grape
194,Green,8.16,Apple
10,Green,1.4,Grape
22,Pink,2.44,Lychee
242,Orange,8.56,Orange
112,Yellow,3.09,Banana
15,Green,1.61,Grape
1181,Green,16.35,Coconut
87,Yellow,4.04,Banana
152,Green,7.55,Apple
1817,Green,24.28,Coconut
365,Yellow,9.86,Mango
239,Green,11.39,Mango
282,Orange,9.96,Orange
1032,Brown,14.38,Pineapple
117,Yellow,3.87,Banana
4303,Green,27.65,Watermelon
15,Green,2.0,Grape
121,Red,6.97,Apple
138,Yellow,4.4,Banana
197,Orange,9.16,Orange
699,Green,12.98,Papaya
387,Green,9.61,Mango
175,Red,8.84,Apple
96,Yellow,3.95,Banana
4384,Green,28.35,Watermelon
1039,Brown,23.94,Coconut
111,Yellow,4.36,Banana
106,Yellow,4.57,Banana
2852,Green,27.85,Watermelon
4181,Green,22.32,Watermelon
12,Purple,1.07,Grape
750,Green,13.91,Papaya
689,Green,18.49,Papaya
700,Green,18.51,Papaya
1950,Brown,13.24,Pineapple
345,Red,9.06,Mango
186,Red,7.22,Apple
17,Pink,2.84,Lychee
107,Yellow,4.59,Banana
1799,Yellow,19.51,Pineapple
288,Red,11.98,Mango
272,Orange,6.05,Orange
876,Yellow,18.73,Papaya
3214,Green,25.94,Watermelon
194,Orange,9.11,Orange
15,Purple,1.94,Grape
265,Green,9.43,Mango
2144,Brown,15.2,Coconut
1547,Brown,19.51,Coconut
251,Orange,9.67,Orange
966,Orange,12.64,Papaya
19,Red,2.89,Lychee
261,Yellow,10.51,Mango
120,Red,8.32,Apple
4221,Green,28.52,Watermelon
122,Green,6.34,Apple
9,Green,1.92,Grape
104,Yellow,3.03,Banana
1551,Brown,21.37,Coconut
220,Orange,9.01,Orange
1342,Brown,16.58,Coconut
2156,Brown,22.86,Coconut
4282,Green,28.92,Watermelon
96,Yellow,3.44,Banana
1263,Brown,17.67,Pineapple
123,Yellow,4.14,Banana
1383,Yellow,17.15,Pineapple
530,Green,14.58,Papaya
1038,Green,16.13,Papaya
23,Pink,2.37,Lychee
288,Yellow,10.05,Mango
20,Red,2.73,Lychee
144,Yellow,3.12,Banana
147,Green,6.18,Apple
17,Pink,2.59,Lychee
160,Red,6.02,Apple
1035,Green,23.7,Coconut
5,Green,1.36,Grape
1101,Yellow,14.15,Papaya
1453,Yellow,12.35,Pineapple
167,Green,8.11,Apple
19,Red,2.37,Lychee
1194,Yellow,14.93,Papaya
11,Purple,1.64,Grape
1522,Yellow,15.07,Pineapple
156,Green,6.37,Apple
1237,Brown,19.27,Pineapple
166,Orange,6.31,Orange
13,Purple,1.25,Grape
1318,Brown,18.11,Pineapple
16,Red,2.86,Lychee
1820,Brown,14.28,Pineapple
2242,Green,20.54,Watermelon
141,Red,8.35,Apple
386,Green,9.73,Mango
6,Green,1.55,Grape
18,Pink,2.99,Lychee
279,Green,8.97,Mango
15,Purple,1.83,Grape
15,Green,1.96,Grape
2170,Green,22.38,Watermelon
22,Red,2.79,Lychee
8,Purple,1.72,Grape
590,Yellow,11.73,Papaya
213,Orange,8.82,Orange
120,Red,8.15,Apple
1804,Green,16.67,Coconut
1526,Brown,18.59,Coconut
212,Orange,7.57,Orange
229,Green,11.65,Mango
2211,Brown,21.34,Coconut
1203,Green,13.0,Papaya
3325,Green,25.47,Watermelon
1869,Yellow,12.05,Pineapple
16,Pink,2.25,Lychee
186,Orange,6.95,Orange
133,Yellow,4.97,Banana
10,Purple,1.03,Grape
17,Red,2.63,Lychee
105,Yellow,3.38,Banana
1607,Brown,12.49,Pineapple
272,Orange,7.19,Orange
1545,Yellow,12.14,Pineapple
138,Green,7.72,Apple
13,Green,1.31,Grape
350,Yellow,9.31,Mango
1182,Brown,13.82,Pineapple
1635,Yellow,19.8,Pineapple
245,Yellow,9.96,Mango
1045,Orange,11.93,Papaya
118,Yellow,4.34,Banana
16,Red,2.37,Lychee
165,Orange,9.54,Orange
10,Purple,1.42,Grape
250,Orange,9.93,Orange
126,Red,7.42,Apple
1491,Green,18.06,Coconut
321,Green,8.05,Mango
12,Green,1.78,Grape
1251,Yellow,14.21,Pineapple
1479,Green,12.78,Papaya
1333,Brown,12.06,Pineapple
1341,Yellow,19.57,Pineapple
1364,Green,16.12,Coconut
270,Red,10.36,Mango
23,Pink,2.35,Lychee
203,Orange,9.16,Orange
1339,Yellow,19.17,Papaya
1642,Brown,18.25,Pineapple
265,Orange,6.21,Orange
200,Yellow,9.55,Mango
219,Orange,6.28,Orange
322,Yellow,9.64,Mango
1328,Orange,19.19,Papaya
321,Green,8.83,Mango
143,Yellow,3.03,Banana
183,Red,6.56,Apple
10,Purple,1.69,Grape
1028,Green,15.18,Papaya
1265,Orange,10.73,Papaya
24,Pink,2.14,Lychee
1265,Yellow,13.79,Pineapple
217,Yellow,10.12,Mango
1586,Brown,24.99,Coconut
15,Red,2.49,Lychee
1580,Brown,15.69,Coconut
21,Red,2.02,Lychee
84,Yellow,3.71,Banana
134,Yellow,3.63,Banana
1047,Yellow,17.0,Pineapple
163,Orange,9.03,Orange
4996,Green,29.39,Watermelon
179,Red,8.32,Apple
2228,Green,16.56,Coconut
1075,Orange,12.13,Papaya
23,Pink,2.52,Lychee
266,Yellow,8.81,Mango
137,Yellow,4.8,Banana
1400,Brown,14.74,Pineapple
13,Purple,1.78,Grape
127,Yellow,4.93,Banana
5,Green,1.68,Grape
11,Purple,1.04,Grape
2188,Brown,17.27,Coconut
196,Green,6.93,Apple
228,Green,11.36,Mango
271,Orange,6.56,Orange
1820,Green,20.3,Coconut
23,Pink,2.39,Lychee
107,Yellow,3.24,Banana
1851,Brown,15.17,Pineapple
2578,Green,24.33,Watermelon
256,Orange,9.66,Orange
255,Red,11.29,Mango
3097,Green,21.19,Watermelon
203,Yellow,10.57,Mango
4594,Green,26.1,Watermelon
21,Red,2.03,Lychee
15,Green,1.62,Grape
1003,Orange,10.58,Papaya
120,Red,8.02,Apple
258,Red,8.16,Mango
98,Yellow,3.95,Banana
153,Orange,7.27,Orange
14,Purple,1.88,Grape
1977,Brown,15.97,Pineapple
1328,Yellow,16.39,Pineapple
155,Red,7.18,Apple
269,Green,9.27,Mango
141,Yellow,4.21,Banana
4666,Green,20.29,Watermelon
126,Red,8.44,Apple
296,Orange,7.89,Orange
286,Orange,6.96,Orange
6,Green,1.98,Grape
18,Pink,2.26,Lychee
197,Green,6.55,Apple
120,Yellow,3.86,Banana
143,Red,7.57,Apple
319,Red,9.81,Mango
1554,Brown,19.23,Pineapple
290,Orange,8.41,Orange
1267,Green,16.27,Coconut
104,Yellow,4.9,Banana
198,Red,6.67,Apple
4428,Green,23.45,Watermelon
174,Orange,7.67,Orange
17,Red,2.61,Lychee
1813,Brown,18.79,Pineapple
5,Green,1.61,Grape
135,Yellow,4.8,Banana
180,Red,6.06,Apple
10,Green,1.43,Grape
103,Yellow,5.0,Banana
90,Yellow,4.02,Banana
142,Green,7.8,Apple
1833,Yellow,17.03,Pineapple
21,Red,2.43,Lychee
150,Red,8.0,Apple
5,Purple,1.1,Grape
1448,Brown,19.99,Pineapple
2019,Brown,19.56,Coconut
190,Green,8.96,Apple
1815,Yellow,17.88,Pineapple
15,Red,2.26,Lychee
17,Pink,2.16,Lychee
6,Purple,1.98,Grape
217,Yellow,11.01,Mango
2302,Brown,23.47,Coconut
4238,Green,28.16,Watermelon
1511,Brown,12.34,Pineapple
169,Red,6.79,Apple
1049,Green,19.61,Papaya
1821,Green,15.59,Coconut
121,Green,8.4,Apple
545,Yellow,18.43,Papaya
120,Red,6.18,Apple
217,Orange,6.07,Orange
7,Green,1.14,Grape
1188,Green,22.55,Coconut
275,Green,9.8,Mango
1397,Brown,17.29,Pineapple
311,Green,8.17,Mango
325,Green,11.74,Mango
21,Pink,2.3,Lychee
2119,Green,20.32,Coconut
23,Pink,2.61,Lychee
1820,Yellow,15.21,Pineapple
2552,Green,29.7,Watermelon
6,Green,1.53,Grape
111,Yellow,4.4,Banana
130,Red,8.23,Apple
1394,Yellow,19.47,Papaya
1529,Brown,14.41,Pineapple
294,Red,9.7,Mango
1572,Green,18.29,Coconut
7,Purple,1.54,Grape
275,Orange,9.35,Orange
15,Red,2.18,Lychee
1099,Yellow,19.81,Papaya
22,Red,2.62,Lychee
575,Green,14.43,Papaya
83,Yellow,4.98,Banana
9,Green,1.14,Grape
22,Red,2.68,Lychee
2161,Green,22.5,Coconut
150,Yellow,4.28,Banana
2179,Brown,17.01,Coconut
4606,Green,23.27,Watermelon
294,Yellow,10.28,Mango
1009,Orange,10.85,Papaya
12,Green,1.42,Grape
173,Red,6.22,Apple
166,Green,7.44,Apple
159,Green,8.49,Apple
1058,Brown,17.26,Coconut
131,Yellow,3.53,Banana
154,Orange,8.42,Orange
138,Yellow,4.05,Banana
1338,Yellow,16.21,Pineapple
16,Red,2.06,Lychee
15,Purple,1.26,Grape
113,Yellow,4.53,Banana
18,Pink,2.93,Lychee
647,Orange,13.31,Papaya
133,Green,6.79,Apple
394,Green,11.45,Mango
3961,Green,27.8,Watermelon
18,Red,2.8,Lychee
1112,Yellow,11.87,Papaya
2371,Green,15.74,Coconut
1737,Green,23.63,Coconut
2467,Brown,18.74,Coconut
1139,Brown,23.8,Coconut
184,Red,8.52,Apple
232,Orange,9.72,Orange
1416,Green,24.96,Coconut
136,Green,6.64,Apple
1434,Green,16.25,Papaya
1051,Brown,22.83,Coconut
175,Green,6.84,Apple
1761,Green,18.55,Coconut
168,Red,7.65,Apple
3607,Green,27.62,Watermelon
303,Yellow,8.13,Mango
966,Orange,17.54,Papaya
328,Red,9.8,Mango
223,Yellow,8.62,Mango
4693,Green,24.42,Watermelon
11,Purple,1.26,Grape
3030,Green,23.35,Watermelon
11,Green,1.97,Grape
1211,Brown,12.93,Pineapple
13,Green,1.85,Grape
86,Yellow,4.35,Banana
138,Yellow,4.99,Banana
20,Pink,2.66,Lychee
1167,Brown,22.84,Coconut
19,Red,2.94,Lychee
240,Orange,7.54,Orange
203,Orange,9.64,Orange
2513,Green,29.4,Watermelon
2490,Green,24.25,Watermelon
143,Green,6.56,Apple
2171,Green,20.79,Watermelon
1246,Green,22.78,Coconut
222,Orange,7.8,Orange
1582,Yellow,16.14,Pineapple
10,Purple,1.99,Grape
1843,Yellow,18.42,Pineapple
8,Green,1.98,Grape
2342,Green,27.05,Watermelon
12,Green,1.51,Grape
2409,Green,18.93,Coconut
1551,Yellow,17.77,Pineapple
1039,Brown,12.87,Pineapple
2484,Brown,23.41,Coconut
10,Green,1.84,Grape
4595,Green,22.36,Watermelon
115,Yellow,3.24,Banana
231,Yellow,8.72,Mango
21,Red,2.67,Lychee
156,Orange,7.48,Orange
280,Orange,9.8,Orange
13,Green,1.77,Grape
12,Green,1.63,Grape
1212,Orange,18.22,Papaya
1800,Green,22.11,Coconut
192,Orange,8.42,Orange
17,Pink,2.27,Lychee
136,Yellow,4.82,Banana
227,Yellow,10.99,Mango
1750,Brown,18.7,Pineapple
25,Red,2.65,Lychee
259,Orange,8.43,Orange
140,Yellow,3.8,Banana
2206,Brown,18.68,Coconut
1419,Green,11.58,Papaya
176,Green,8.71,Apple
100,Yellow,4.33,Banana
11,Purple,1.92,Grape
4440,Green,20.33,Watermelon
232,Orange,9.57,Orange
634,Orange,13.35,Papaya
1255,Brown,17.5,Coconut
1723,Yellow,14.12,Pineapple
770,Green,17.27,Papaya
867,Orange,18.8,Papaya
281,Orange,9.46,Orange
2074,Brown,20.2,Coconut
11,Purple,1.94,Grape
148,Yellow,3.22,Banana
145,Yellow,3.01,Banana
1169,Green,16.75,Papaya
256,Yellow,9.32,Mango
83,Yellow,4.18,Banana
184,Green,7.79,Apple
1451,Yellow,10.38,Papaya
735,Orange,10.31,Papaya
25,Red,2.84,Lychee
209,Orange,7.75,Orange
861,Yellow,10.63,Papaya
1936,Yellow,17.67,Pineapple
395,Red,10.09,Mango
1602,Yellow,12.29,Pineapple
2095,Brown,18.75,Coconut
117,Yellow,3.03,Banana
15,Purple,1.94,Grape
827,Yellow,10.82,Papaya
189,Orange,6.85,Orange
340,Yellow,11.39,Mango
6,Green,1.9,Grape
166,Red,6.56,Apple
19,Pink,2.91,Lychee
84,Yellow,3.29,Banana
4243,Green,28.64,Watermelon
1717,Brown,20.23,Coconut
15,Green,1.64,Grape
11,Green,1.94,Grape
94,Yellow,3.94,Banana
386,Yellow,10.3,Mango
102,Yellow,3.01,Banana
15,Purple,1.4,Grape
10,Green,1.79,Grape
129,Green,8.97,Apple
283,Orange,6.38,Orange
6,Green,1.62,Grape
131,Red,7.89,Apple
124,Green,7.38,Apple
11,Green,1.97,Grape
1455,Brown,20.94,Coconut
318,Green,10.59,Mango
16,Pink,2.43,Lychee
1324,Brown,18.06,Coconut
20,Pink,2.07,Lychee
293,Orange,7.88,Orange
297,Green,9.89,Mango
150,Yellow,4.96,Banana
826,Yellow,18.58,Papaya
1320,Brown,18.53,Pineapple
20,Pink,2.33,Lychee
2122,Green,16.94,Coconut
2287,Green,15.67,Coconut
12,Green,1.63,Grape
22,Pink,2.76,Lychee
1586,Green,22.9,Coconut
1472,Yellow,16.25,Pineapple
88,Yellow,3.03,Banana
3590,Green,20.82,Watermelon
1435,Yellow,13.23,Pineapple
1034,Yellow,15.96,Pineapple
4626,Green,23.59,Watermelon
1999,Yellow,18.64,Pineapple
3156,Green,27.27,Watermelon
7,Purple,1.43,Grape
12,Green,1.93,Grape
248,Yellow,8.55,Mango
172,Red,6.64,Apple
346,Red,8.94,Mango
199,Orange,6.08,Orange
218,Orange,8.03,Orange
82,Yellow,4.05,Banana
1601,Brown,16.15,Coconut
136,Yellow,4.65,Banana
357,Green,8.46,Mango
16,Red,2.4,Lychee
15,Green,1.01,Grape
17,Red,2.4,Lychee
125,Yellow,3.06,Banana
103,Yellow,4.55,Banana
1779,Brown,16.88,Pineapple
2020,Brown,23.57,Coconut
1969,Brown,17.58,Pineapple
1244,Yellow,19.53,Pineapple
132,Yellow,4.94,Banana
562,Yellow,16.7,Papaya
184,Orange,7.61,Orange
91,Yellow,4.05,Banana
1650,Yellow,19.84,Pineapple
109,Yellow,4.64,Banana
198,Orange,9.59,Orange
1496,Green,20.54,Coconut
3736,Green,21.86,Watermelon
134,Yellow,4.68,Banana
290,Orange,7.34,Orange
347,Green,9.03,Mango
1022,Brown,14.2,Pineapple
17,Red,2.44,Lychee
17,Pink,2.14,Lychee
100,Yellow,4.94,Banana
294,Orange,9.49,Orange
769,Yellow,18.01,Papaya
85,Yellow,3.83,Banana
1371,Yellow,12.02,Papaya
2210,Brown,20.21,Coconut
165,Red,7.34,Apple
212,Orange,9.74,Orange
18,Red,2.9,Lychee
262,Orange,8.87,Orange
85,Yellow,4.06,Banana
352,Red,10.26,Mango
20,Red,2.95,Lychee
189,Orange,6.9,Orange
23,Pink,2.53,Lychee
179,Orange,8.13,Orange
1803,Green,24.22,Coconut
249,Orange,6.98,Orange
1991,Green,21.8,Coconut
144,Yellow,3.96,Banana
130,Red,8.28,Apple
235,Green,8.26,Mango
4501,Green,26.29,Watermelon
2196,Green,25.01,Watermelon
13,Green,1.48,Grape
14,Green,1.54,Grape
87,Yellow,4.07,Banana
304,Red,9.5,Mango
797,Green,16.15,Papaya
10,Green,1.64,Grape
16,Pink,2.8,Lychee
2229,Brown,18.14,Coconut
1318,Yellow,16.07,Pineapple
1493,Green,15.51,Coconut
274,Orange,6.76,Orange
18,Pink,2.17,Lychee
12,Purple,1.76,Grape
4228,Green,25.46,Watermelon
144,Yellow,4.54,Banana
23,Red,2.07,Lychee
295,Orange,9.69,Orange
4133,Green,21.02,Watermelon
373,Green,10.04,Mango
158,Red,6.79,Apple
274,Orange,8.28,Orange
1812,Yellow,16.14,Pineapple
2017,Green,16.48,Coconut
1051,Orange,10.32,Papaya
2357,Brown,23.61,Coconut
1483,Brown,19.48,Pineapple
2086,Green,24.69,Coconut
1411,Brown,15.39,Pineapple
237,Green,9.63,Mango
161,Green,8.29,Apple
1390,Orange,15.04,Papaya
530,Green,10.19,Papaya
2367,Brown,23.68,Coconut
168,Orange,8.21,Orange
3967,Green,29.0,Watermelon
359,Yellow,10.37,Mango
10,Purple,1.01,Grape
521,Yellow,13.64,Papaya
2434,Green,22.65,Watermelon
1295,Green,18.43,Papaya
268,Green,11.56,Mango
1414,Yellow,18.76,Pineapple
10,Green,1.89,Grape
231,Orange,6.84,Orange
168,Green,6.68,Apple
9,Purple,1.95,Grape
281,Red,11.69,Mango
4726,Green,20.92,Watermelon
1386,Green,19.94,Papaya
176,Green,8.88,Apple
194,Red,7.38,Apple
104,Yellow,3.16,Banana
121,Green,8.64,Apple
3403,Green,26.31,Watermelon
117,Yellow,3.75,Banana
178,Orange,7.3,Orange
299,Yellow,9.24,Mango
16,Pink,2.71,Lychee
7,Green,1.19,Grape
712,Orange,18.1,Papaya
23,Pink,2.65,Lychee
95,Yellow,4.77,Banana
1243,Yellow,17.99,Papaya
1561,Brown,14.96,Pineapple
123,Yellow,4.18,Banana
6,Green,1.15,Grape
4767,Green,27.23,Watermelon
333,Green,8.6,Mango
1387,Brown,13.15,Pineapple
1080,Orange,13.36,Papaya
10,Purple,1.08,Grape
25,Pink,2.55,Lychee
1017,Brown,19.57,Coconut
2070,Green,29.0,Watermelon
1516,Brown,24.64,Coconut
2543,Green,23.14,Watermelon
80,Yellow,3.75,Banana
1274,Brown,15.69,Pineapple
115,Yellow,3.5,Banana
179,Red,6.64,Apple
695,Yellow,11.41,Papaya
4707,Green,26.95,Watermelon
12,Green,1.14,Grape
144,Yellow,3.84,Banana
271,Red,11.2,Mango
1953,Brown,14.13,Pineapple
1913,Yellow,12.27,Pineapple
153,Orange,6.42,Orange
18,Red,2.17,Lychee
90,Yellow,3.47,Banana
4480,Green,20.86,Watermelon
187,Orange,8.2,Orange
1093,Yellow,13.46,Pineapple
8,Purple,1.54,Grape
13,Green,1.24,Grape
222,Red,10.85,Mango
145,Green,7.78,Apple
385,Yellow,11.96,Mango
284,Green,8.31,Mango
1337,Brown,20.88,Coconut
1374,Yellow,15.39,Pineapple
8,Green,1.56,Grape
288,Orange,8.55,Orange
123,Yellow,4.62,Banana
171,Red,7.27,Apple
9,Green,1.75,Grape
286,Orange,8.36,Orange
4317,Green,21.74,Watermelon
1628,Yellow,15.71,Pineapple
306,Yellow,8.78,Mango
1147,Green,15.09,Papaya
2258,Green,25.61,Watermelon
3756,Green,22.39,Watermelon
24,Red,2.17,Lychee
275,Orange,6.39,Orange
2381,Green,16.86,Coconut
2244,Green,16.87,Coconut
162,Green,7.77,Apple
1397,Yellow,10.83,Papaya
8,Green,1.43,Grape
25,Red,2.06,Lychee
228,Red,8.44,Mango
292,Orange,6.23,Orange
4215,Green,26.78,Watermelon
135,Green,8.96,Apple
86,Yellow,3.21,Banana
25,Pink,2.07,Lychee
243,Green,9.56,Mango
137,Green,7.2,Apple
299,Red,10.48,Mango
711,Orange,13.69,Papaya
2125,Green,21.12,Coconut
12,Purple,1.98,Grape
217,Orange,7.92,Orange
10,Purple,1.75,Grape
1521,Yellow,18.39,Pineapple
135,Red,6.76,Apple
1142,Yellow,13.38,Pineapple
15,Red,2.96,Lychee
356,Yellow,9.17,Mango
1215,Green,23.86,Coconut
1727,Green,16.5,Coconut
1487,Brown,17.71,Pineapple
1625,Brown,13.98,Pineapple
80,Yellow,4.12,Banana
801,Yellow,19.93,Papaya
331,Yellow,10.77,Mango
11,Purple,1.63,Grape
1383,Green,17.47,Coconut
209,Yellow,8.57,Mango
4602,Green,25.28,Watermelon
138,Yellow,3.27,Banana
19,Pink,2.98,Lychee
1998,Yellow,15.49,Pineapple
126,Red,6.73,Apple
259,Red,8.88,Mango
92,Yellow,3.92,Banana
2850,Green,27.94,Watermelon
372,Yellow,8.41,Mango
19,Red,2.59,Lychee
280,Yellow,10.63,Mango
228,Green,9.24,Mango
328,Yellow,11.58,Mango
15,Purple,1.83,Grape
2105,Green,21.82,Watermelon
12,Green,1.13,Grape
15,Pink,2.41,Lychee
678,Orange,19.59,Papaya
126,Red,6.7,Apple
3458,Green,26.12,Watermelon
167,Orange,6.56,Orange
178,Red,6.2,Apple
120,Yellow,3.58,Banana
1217,Green,18.81,Papaya
2610,Green,28.74,Watermelon
1846,Green,21.99,Coconut
336,Red,8.05,Mango
884,Yellow,14.58,Papaya
17,Pink,2.16,Lychee
897,Orange,15.19,Papaya
15,Green,1.44,Grape
1706,Brown,23.62,Coconut
1234,Green,16.05,Coconut
10,Green,1.67,Grape
247,Orange,9.87,Orange
1215,Yellow,18.94,Papaya
233,Yellow,10.13,Mango
330,Yellow,10.95,Mango
4154,Green,26.42,Watermelon
1149,Yellow,19.45,Papaya
10,Green,1.88,Grape
1835,Yellow,12.28,Pineapple
3335,Green,21.41,Watermelon
1587,Brown,17.11,Pineapple
4115,Green,27.99,Watermelon
255,Orange,8.14,Orange
1034,Yellow,13.22,Papaya
18,Pink,2.72,Lychee
12,Green,1.77,Grape
180,Red,8.83,Apple
203,Yellow,9.01,Mango
1183,Green,23.2,Coconut
747,Orange,14.11,Papaya
5,Purple,1.94,Grape
289,Orange,9.15,Orange
110,Yellow,4.93,Banana
4277,Green,21.37,Watermelon
162,Red,8.5,Apple
4928,Green,20.02,Watermelon
11,Purple,1.14,Grape
22,Pink,2.14,Lychee
116,Yellow,4.37,Banana
1144,Orange,15.12,Papaya
222,Red,9.74,Mango
1515,Green,20.99,Coconut
120,Yellow,4.01,Banana
18,Pink,2.45,Lychee
227,Red,9.75,Mango
1807,Brown,18.06,Coconut
1793,Brown,18.53,Pineapple
15,Red,2.77,Lychee
3390,Green,22.17,Watermelon
261,Red,10.14,Mango
1831,Brown,13.24,Pineapple
3009,Green,29.94,Watermelon
223,Green,9.37,Mango
212,Green,11.28,Mango
1645,Brown,13.12,Pineapple
1204,Brown,17.28,Pineapple
1336,Green,16.77,Coconut
13,Purple,1.39,Grape
1630,Brown,18.86,Pineapple
22,Pink,2.69,Lychee
24,Pink,2.35,Lychee
25,Red,2.19,Lychee
154,Green,7.53,Apple
175,Green,6.27,Apple
